waveform	ACC1_X	ACC1_Y	ACC2_X
t0	12/22/2016  16:29:28.870620	12/22/2016  16:29:28.870641	12/22/2016  16:29:28.870662
delta t	0.010000	0.010000	0.010000

time	ACC1_X	ACC1_Y	ACC2_X
12/22/2016  16:29:31.210620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.220620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.230620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.240620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:31.250620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.260620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.270620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.280620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:31.290620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.300620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.310620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.320620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:31.330620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.340620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.350620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.360620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.370620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.380620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.390620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.400620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.410620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.420620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.430620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.440620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.450620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.460620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.470620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.480620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.490620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.500620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.510620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:31.520620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.530620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.540620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.550620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.560620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.570620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.580620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.590620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.600620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.610620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.620620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.630620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.640620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.650620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.660620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.670620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.680620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.690620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.700620	1.640469E+0	1.294138E+0	1.589523E+0
